human	mouse	corrs
GTPBP2	Gtpbp2	0.257795275126881
RHBDF2	Rhbdf2	0.767855366373734
OPLAH	Oplah	1
IFT88	Ift88	1
MCM7	Mcm7	1
PDE6D	Pde6d	1
NAA50	Naa50	1
ABCB6	Abcb6	1
DTWD2	Dtwd2	1
C20orf144	1700003F12Rik	1
PIP5K1C	Pip5k1a	1
CCDC69	Ccdc69	1
VWA3B	Vwa3b	1
PFDN4	Pfdn4	1
ACTL10	Actl10	1
ZNF398	Zfp398	1
AKAP10	Akap10	1
DNAJB8	Dnajb8	1
OGG1	Ogg1	1
LBX2	Lbx2	1
RIPPLY3	Ripply3	1
MCF2	Mcf2	0.579639186473317
PEX5	Pex5	1
ATG9A	Atg9a	1
KRTDAP	Krtdap	1
LYPD6B	Lypd6b	1
SEPT4	Sept4	0.847381399133936
LYG1	Lyg1	1
C1S	C1s2	1
ZNF599	Zfp354a	0.230880703878408
C1QTNF6	C1qtnf6	1
LDHB	Ldhb	0.503102987344926
USP1	Usp1	1
ADCYAP1R1	Adcyap1r1	1
NECAB3	Necab3	1
PRKD3	Prkd3	0.540861888434331
CYP24A1	Cyp24a1	1
FERMT1	Fermt1	0.633976218435403
NFYB	Nfyb	1
C1R	C1rb	1
AP4M1	Ap4m1	1
E2F1	E2f1	1
TAF1	Taf1	0.643846271615386
FAM53B	Fam53b	1
ETFB	Etfb	1
LCE3C	Lce3a	0.1809819672174
CLIP3	Clip3	1
CCDC179	1700015G11Rik	1
DRAM1	Dram1	1
MICAL3	Mical3	0.593199246242445
MTUS2	Mtus2	1
PTPN5	Ptpn5	1
GLIPR1L2	Glipr1l2	1
MAP10	Map10	1
PXMP4	Pxmp4	1
AL096814.1	1700001C19Rik	1
CYB5RL	Cyb5rl	1
DOK5	Dok5	1
C6orf132	AI661453	0.575702815203444
DAD1	Dad1	1
CASC3	Casc3	1
CYGB	Cygb	1
CORIN	Corin	1
SPATA17	Spata17	1
SYT13	Syt13	1
RGS8	Rgs8	1
OAZ1	Oaz1	1
MAF	Maf	1
OTOP2	Otop2	1
USH1G	Ush1g	1
TOR2A	Tor2a	1
SNRPB	Snrpb	0.83750217452436
DCP1B	Dcp1b	1
OTOP3	Otop3	1
RGS1	Rgs1	1
COL6A3	Col6a3	1
ANAPC13	Anapc13	1
PRAME	C130073F10Rik	1
TRIM16	Trim16	0.794734663896006
TTC16	Ttc16	1
CEP63	Cep63	0.736934708447552
SF3A2	Sf3a2	1
PNKP	Pnkp	1
MYOCD	Myocd	1
PHF21A	Phf21a	1
RASA2	Rasa2	0.774154795016135
MYEF2	Myef2	1
PRSS55	Prss55	1
LHX6	Lhx6	1
VEZT	Vezt	1
PRDM11	Prdm11	1
PLD6	Pld6	1
PRSS51	Prss51	1
SLC7A3	Slc7a3	0.916431802997675
BMP2K	Bmp2k	0.634187464385058
SLC35G2	Slc35g2	1
RNF216	Rnf216	1
TTBK2	Ttbk2	0.683711932161639
RUNDC1	Rundc1	1
TBKBP1	Tbkbp1	1
USP48	Usp48	1
MSL1	Msl1	1
ZNF341	Zfp341	0.376921845694547
AARSD1	Gm27029	1
GPATCH2	Gpatch2	1
SLC43A3	Slc43a3	1
UTP25	Diexf	1
STPG1	Stpg1	1
FRMPD4	Frmpd4	1
RGS9	Rgs9	1
STARD9	Stard9	1
FIP1L1	Fip1l1	1
MPZ	Mpz	1
ID1	Id1	1
RILPL1	Rilpl1	1
NIPAL3	Nipal3	1
COX4I2	Cox4i2	1
CEP104	Cep104	1
SLC24A5	Slc24a5	1
VENTX	Msx3	1
CYP2R1	Cyp2r1	1
BCL2L1	Bcl2l1	1
C1orf127	Gm572	1
LEFTY2	Lefty1	1
CDAN1	Cdan1	1
CELA3B	Cela1	1
ENAH	Enah	1
ZMYM4	Zmym4	1
CNST	Cnst	1
RGS21	Rgs21	1
CALCB	Calca	1
PCP4L1	Pcp4l1	1
CELA3A	Cela2a	1
OR6Y1	Olfr220	1
IRF6	Irf6	1
HID1	Hid1	1
RNF2	Rnf2	1
NYAP1	Nyap1	1
PAQR3	Paqr3	1
TRPM5	Trpm5	0.778080953365856
CASP9	Casp9	1
SH2D3C	Sh2d3c	1
PPY	Ppy	1
SEC13	Sec13	1
CBLN4	Cbln4	1
HCRT	Hcrt	1
CHMP4B	Chmp4b	0.564023296919569
PTGES3L	Ptges3l	1
ST6GALNAC2	St6galnac2	1
MC3R	Mc3r	1
CDK13	Cdk13	1
DPT	Dpt	1
STX1B	Stx1b	0.847855749674416
FAM210B	Fam210b	1
XCL2	Xcl1	0.787723633000068
KTN1	Ktn1	1
STX4	Stx4a	1
GCHFR	Gchfr	1
TRAF3IP3	Traf3ip3	1
BMP2	Bmp2	1
C17orf47	Gm11492	1
NEURL4	Neurl4	1
GHDC	Ghdc	1
AURKA	Aurka	1
GNA13	Gna13	0.92858725644622
SLC25A39	Slc25a39	1
CAPRIN1	Caprin1	1
TRRAP	Trrap	1
CEP70	Cep70	1
HAO1	Hao1	1
ELFN1	Elfn1	1
GTF2H3	Gtf2h3	1
ALDH16A1	Aldh16a1	1
PRDM2	Prdm2	1
CSTF1	Cstf1	1
TPX2	Tpx2	1
SDHB	Sdhb	1
ST6GALNAC1	St6galnac1	1
PPOX	Ppox	1
ESRRG	Esrrg	1
TRMT1L	Trmt1l	1
TMX4	Tmx4	1
AGTRAP	Agtrap	1
PDPN	Pdpn	1
EIF2S2	Eif2s2	1
RPS6KA1	Rps6ka1	0.910285241222814
KIAA0319	D130043K22Rik	1
CFH	Cfh	0.754900959017108
TSSC4	Tssc4	1
PRG2	Prg2	1
B4GALT3	B4galt3	1
SYT8	Syt8	1
MYL3	Myl3	1
FUOM	Fuom	1
CUX1	Cux1	1
MXRA7	Mxra7	1
AQR	Aqr	1
TBX19	Tbx19	1
ASIP	a	1
GCNT7	Gcnt7	1
TMEM63A	Tmem63a	0.443618671550947
TCAM1P	Tcam1	1
PEX10	Pex10	1
C1orf74	A130010J15Rik	1
UBE2L6	Ube2l6	1
ZNF248	Zfp663	1
CSHL1	Gh	0.798160015918768
PRAP1	Prap1	1
ZNF334	Zfp334	1
SCCPDH	Sccpdh	1
WBP2	Wbp2	1
EXTL1	Extl1	1
UBQLN3	Ubqln3	1
NOP56	Nop56	1
RALY	Raly	1
DUS1L	Dus1l	1
CD79B	Cd79b	1
CD84	Cd84	1
RER1	Rer1	1
KALRN	Kalrn	0.796252980579843
SLC45A1	Slc45a1	1
OCSTAMP	Ocstamp	1
APOBR	Apobr	1
IDH3B	Idh3b	1
IL27	Il27	1
RGS18	Rgs18	1
SCN4A	Scn4a	1
WDR76	Wdr76	1
ERRFI1	Errfi1	1
MAPK3	Mapk3	0.745129998640031
CDR2L	Cdr2l	1
CASS4	Cass4	1
INSC	Insc	1
STAT5A	Stat5a	1
ARFRP1	Arfrp1	1
ZFYVE19	Zfyve19	1
GBP5	Gbp2	1
CDR2	Cdr2	1
CLN3	Cln3	1
ALDH2	Aldh2	1
SLAMF6	Slamf6	1
BDNF	Bdnf	1
DONSON	Donson	1
AHCTF1	Ahctf1	1
FAM209A	Fam209	0.739387675617375
KPNB1	Kpnb1	1
TP53I11	Trp53i11	1
CPTP	Cptp	1
SLC13A3	Slc13a3	1
TMEM260	Tmem260	1
ZGPAT	Zgpat	1
MFSD11	Mfsd11	1
MRO	Mro	1
ATP5PD	Atp5h	1
CAPNS1	Capns1	1
C15orf62	Gm14137	1
TMEM183A	Tmem183a	1
SERPINA11	Serpina11	1
DNAJC17	Dnajc17	1
EPS8L2	Eps8l2	1
ZIC4	Zic1	1
TFAP2C	Tfap2c	1
RAPGEFL1	Rapgefl1	1
MORN1	Morn1	1
LINC01225	Gm853	1
SRCAP	Srcap	1
YPEL3	Ypel3	1
LIME1	Lime1	1
NPFFR2	Npffr2	1
TALDO1	Taldo1	1
PHYHIP	Phyhip	1
NDEL1	Ndel1	0.148050161002481
TTLL11	Ttll11	1
TP73	Trp73	0.871937439917943
WDR11	Wdr11	1
DYSF	Dysf	0.582756289203716
PDILT	Pdilt	1
CREB1	Creb1	1
RABGGTB	Rabggtb	1
TRIM47	Trim47	1
SLC9A1	Slc9a1	1
MYLK2	Mylk2	0.990959343239134
AHCY	Gm4737	1
CLRN1	Clrn1	1
LIN7C	Lin7c	0.743037003062001
TOMM40L	Tomm40l	1
LCE3A	Lce3d	0.150103538628853
SGCG	Sgcg	1
JMJD6	Jmjd6	1
EMC10	Emc10	1
RNASEL	Rnasel	1
SACS	Sacs	1
ZBTB46	Zbtb46	1
GRID2IP	Grid2ip	1
MAP7D2	Map7d2	1
GRHPR	Grhpr	1
TMEM63C	Tmem63c	0.783075811314903
BMP7	Bmp7	1
SLC2A10	Slc2a10	1
TIMP3	Timp3	1
TRIM65	Trim65	1
COX7B	Cox7b	0.307854484522371
ADAM12	Adam12	1
TIMM8A	Timm8a2	1
VANGL2	Vangl2	0.658576126011303
FOXS1	Foxs1	1
CSGALNACT2	Csgalnact2	0.594510668758567
FMN2	Fmn2	1
METTL23	Mettl23	1
MYH9	Myh9	0.867525843845362
ADAMTS3	Adamts3	0.532717498122625
TMEM120A	Tmem120a	0.430642639477478
DUSP15	Dusp15	1
SERPINA9	Serpina9	1
SYN3	Syn3	1
USH2A	Ush2a	1
RASSF9	Rassf9	1
ZNF12	Zfp12	1
DEPDC1	Depdc1a	1
GTF3C5	Gtf3c5	1
NUDT7	Nudt7	1
GREM2	Grem2	1
GRHL3	Grhl3	1
C4B	C4b	0.905992620988413
ICAM2	Icam2	1
SKI	Ski	1
NR1I3	Nr1i3	1
SPEG	Speg	1
HCLS1	Hcls1	1
GPAM	Gpam	1
SLC19A2	Slc19a2	1
DNASE1L1	Dnase1l1	1
MAEL	Mael	1
CEL	Cel	1
ZYG11A	Zyg11a	0.636744405828651
SLC16A6	Slc16a6	0.271303246890365
PGM1	Pgm2	0.829748359599444
TMPRSS11B	Tmprss11b	1
UEVLD	Uevld	1
EYA2	Eya2	1
IL6ST	Il6st	1
ZNF687	Zfp687	0.534465623991759
TPD52L2	Tpd52l2	1
CHRNE	Chrne	1
EFHD2	Efhd2	0.844018411626861
GABRP	Gabrp	1
ITGB3BP	Itgb3bp	1
SETX	Setx	1
NUDT1	Nudt1	1
LRRC38	Lrrc38	1
PI4KB	Pi4kb	1
TSPAN18	Tspan18	1
SPO11	Spo11	1
KCTD17	Kctd5	1
TCL1A	Tcl1	1
EFCAB7	Efcab7	1
C17orf107	4930544D05Rik	1
VSIG10L	Vsig10l	1
WIPF2	Wipf2	0.902914961553685
GOLGA2	Golga2	0.451147585678937
SFT2D2	Sft2d1	0.65113908062334
ADAMTSL1	Adamtsl1	0.689889668764568
KCNH4	Kcnh4	1
WWP2	Wwp2	1
PARK7	Park7	1
SENP1	Senp1	1
PLCB1	Plcb1	0.789160196790009
DRAXIN	Draxin	1
MPO	Mpo	1
TRIM80P	Trim80	1
MAPK9	Mapk8	1
UNC79	Unc79	1
ASTN1	Astn1	0.910551281800116
KCNQ1	Kcnq1	1
SLC16A5	Slc16a5	1
OTOA	Otoa	1
LRCOL1	Lrcol1	1
ZYG11B	Zyg11b	0.665392631978592
MYL1	Myl1	1
PARVA	Parva	0.920558308708541
NCL	Ncl	1
ZNF407	Zfp407	1
MTURN	Mturn	1
CRCT1	Crct1	1
FA2H	Fa2h	1
DNAJC5	Dnajc5	1
DHX36	Dhx36	1
MAD2L2	Mad2l2	1
OLFML3	Olfml3	1
NCKAP5L	Nckap5l	1
YWHAG	Ywhag	1
TTLL10	Ttll10	1
KCTD3	Kctd3	0.507530200172552
VKORC1	Vkorc1	1
ERN1	Ern1	0.695833824642479
TDRD1	Tdrd1	1
C1orf21	1700025G04Rik	1
PRSS53	Prss53	1
LNX1	Lnx1	1
RGSL1	Rgsl1	1
GRN	Grn	1
MSL3	Msl3	1
ZNF429	Gm28557	0.390794383155849
SETD6	Setd6	1
NAT8	Nat8	1
ZNF730	Rslcan18	0.321784195210292
IFNLR1	Ifnlr1	1
ERVFRD-1	Gm27179	1
FAM171A2	Fam171a2	1
NHLH1	Nhlh1	1
TEX2	Tex2	1
RHOQ	Rhoq	0.863051380058738
TRIM26	Trim26	1
CEND1	Cend1	1
OR2J3	Olfr137	0.211593063872753
PIGF	Pigf	1
PDE6G	Pde6h	0.434354185135779
LINC00634	1500009C09Rik	1
ACER2	Acer2	1
SPOP	Gm4858	1
PFDN6	Pfdn6	1
NHLH2	Nhlh2	1
SH2D4B	Sh2d4b	1
EBF4	Ebf4	0.504490062302073
LPAR1	Lpar1	1
LMX1B	Lmx1b	0.670388168650423
ATR	Atr	1
HSD17B10	Hsd17b10	1
TEDDM1	Teddm1b	1
TEDDM2P	Teddm2	1
TREM2	Trem2	1
GLUL	Glul	1
EGFL8	Egfl8	1
KIRREL2	Kirrel2	0.886476015523764
PRKCZ	Prkcz	0.841876027260648
CD1D	Cd1d2	1
ABCA2	Abca2	0.45046018098173
IL22RA1	Il22ra1	1
OR2S2	Olfr157	1
COPA	Copa	1
MAT2B	Mat2b	1
SAMD10	Samd10	1
NT5C	Nt5c	0.607616887513251
MYOM3	Myom3	0.68236044515736
ARMC7	Armc7	1
PRPF6	Prpf6	1
C11orf49	1110051M20Rik	1
UCKL1	Uckl1	1
NCSTN	Ncstn	1
SCNN1G	Scnn1g	1
PPT2	Ppt2	1
ARFGAP2	Arfgap2	1
SLC12A1	Slc12a1	0.986599311066755
SPATA20	Spata20	1
SOX18	Sox18	1
KCNK2	Kcnk2	1
TCEA2	Tcea2	0.380859956830449
SUMO2	Sumo3	1
C11orf58	1110004F10Rik	1
TMEM239	Tmem239	1
AL035460.1	Gm28372	1
C20orf141	1700020A23Rik	1
UTS2	Uts2	1
TNFRSF9	Tnfrsf9	1
COL11A2	Col11a2	1
LPO	Lpo	0.321590961813808
CACNA1C	Cacna1c	0.899978370788555
RGS19	Rgs19	1
C10orf82	1700019N19Rik	1
PIP5K1B	Pip5k1b	0.951678722130753
TOP3A	Top3a	1
TRIM49	Trim43b	0.58838385410091
KCNG2	Kcng2	1
KLHL31	Klhl31	1
TDO2	Tdo2	1
CD82	Cd82	1
TRMT1	Trmt1	1
CAMTA1	Camta1	1
PECAM1	Pecam1	1
XRN1	Xrn1	1
LKAAEAR1	Lkaaear1	1
OPRL1	Oprl1	1
SWI5	Swi5	1
VAMP3	Vamp3	0.719732552052402
IGFBPL1	Igfbpl1	1
PER3	Per3	1
SMDT1	Smdt1	1
HAUS7	Haus7	0.46153546169056
AMELX	Amelx	0.479178996431281
ALDH7A1	Aldh7a1	1
ARHGAP6	Arhgap6	1
LST1	Lst1	1
PAX2	Pax2	1
SRSF10	Srsf10	0.865936474708966
MBD3	Mbd3	0.381598741314603
SLC9A2	Slc9a2	1
SULT1D1P	Sult1d1	1
SLC22A18	Slc22a18	1
UBR1	Ubr1	0.567496851434408
HCCS	Hccs	1
MPDZ	Mpdz	1
MYT1L	Myt1l	1
PPP2R2C	Ppp2r2c	1
HCN2	Hcn2	1
RND1	Rnd1	1
GABRD	Gabrd	1
SMIM23	Smim23	1
TPRA1	Tpra1	1
G6PD	G6pd2	1
SEPSECS	Sepsecs	1
HMGB3	Hmgb3	1
OR4E1	Olfr1507	1
CLN6	Cln6	1
ZNRF2	Znrf2	1
PDCD5	Pdcd5	1
HOPX	Hopx	1
PHAX	Phax	1
MARCH4	March9	1
PFN2	Pfn2	0.841013261600332
MRPL14	Mrpl14	1
MRFAP1	Mrfap1	0.925841753484224
SULT1E1	Sult1e1	1
SSR4	Ssr4	1
PLEKHB1	Plekhb1	1
IRX5	Irx5	1
TMEM63B	Tmem63b	1
ZNF195	Zfp65	1
YY1	Yy1	1
CIDEC	Cidec	1
ZNF318	Zfp318	1
RBM22	Rbm22	1
MAP3K7CL	Map3k7cl	1
PHYKPL	Phykpl	0.277179083060684
TTC28	Ttc28	1
AGPAT1	Agpat1	1
IFNW1	Gm13272	1
ASGR1	Asgr1	1
DAG1	Dag1	1
GNAI2	Gnai2	0.830563707935061
ERG	Erg	1
CTAG1A	Gm6880	1
WDR47	Wdr47	1
ARIH1	Arih1	1
ARAP2	Arap2	0.781962353881457
AP1M1	Ap1m1	0.716467580824836
ZNF709	Zfp788	0.769036550738173
BTK	Btk	1
PHF11	Phf11d	1
ESCO2	Esco2	1
RNF165	Rnf165	1
MLC1	Mlc1	1
HNRNPAB	Hnrnpab	1
SOX21	Sox21	1
MRPS15	Mrps15	1
EXO5	Exo5	1
FKBP15	Fkbp15	1
ALG13	Alg13	1
GNA15	Gna15	1
TRIAP1	Triap1	1
ZNF414	Zfp414	1
INCA1	Inca1	1
ARF3	Arf1	1
GPR149	Gpr149	1
NEUROG2	Neurog2	1
TCEAL8	Tceal8	1
IFT57	Ift57	1
GDPD2	Gdpd2	1
BACH1	Bach1	1
PLA2R1	Pla2r1	0.671759732261672
KIAA1841	0610010F05Rik	1
GAP43	Gap43	1
PRAM1	Pram1	1
VPREB3	Vpreb3	1
RXRG	Rxrg	1
NUAK1	Nuak1	1
CACFD1	Cacfd1	1
LRRC75B	Lrrc75b	1
TRIM42	Trim42	1
SETD4	Setd4	1
FBXO40	Fbxo40	1
STRA6LP	Stra6l	1
PNP	Pnp2	1
CCDC171	Ccdc171	1
GUCY1B2	Gucy1b2	1
SH3BP1	Sh3bp1	0.621431079964004
PGC	Pgc	1
CSNK1E	Csnk1e	0.534154413378082
ANKS1B	Anks1b	0.939575058918055
PRKAB1	Prkab1	0.887602559309868
COX6A1	Cox6a1	1
MAP3K19	Map3k19	1
ZFP69	Zfp69	0.661225404523527
TSKS	Tsks	1
OTOS	Otos	1
ZNF720	Gm19965	0.303762606034092
BRWD3	Brwd3	0.896465718912
SAT2	Sat2	1
SPAG16	Spag16	1
COPS8	Cops8	1
UBE2D3	Ube2d3	1
POU4F1	Gm9376	1
OAS3	Oas3	1
UBE2D2	Ube2d2a	1
MST1R	Mst1r	0.918014294129796
PRSS12	Prss12	0.53315268693216
ALPK1	Alpk1	1
GPC1	Gpc1	1
ZNF362	Zfp362	1
P3H3	P3h3	1
APBA2	Apba2	0.654161047202146
ZNF35	Zfp105	1
LRP2	Lrp2	0.907614097901988
PRKRA	Prkra	1
CYTIP	Cytip	1
GRB14	Grb14	0.608539413503873
TCIRG1	Tcirg1	1
WSCD2	Wscd2	1
FLAD1	Flad1	1
CDPF1	Cdpf1	1
CLCNKA	Clcnkb	1
ZFYVE16	Zfyve16	0.666169510111906
RNF185	Rnf185	1
PALM2	Palm2	0.714382219588636
RASGRF1	Rasgrf1	1
TMEM246	Tmem246	1
USP9X	Usp9x	1
SYT14	Syt14	1
CYP8B1	Cyp8b1	1
FLI1	Fli1	1
CACNG1	Cacng1	1
GGA3	Gga3	0.635246025647797
BST1	Bst1	1
HOXB6	Hoxb6	1
SP2	Sp2	1
SLC2A9	Slc2a9	1
MTHFS	Mthfs	1
PRR5	Prr5	0.365001723440862
PRSS35	Prss35	1
PALMD	Palmd	1
LENEP	Lenep	1
KLHDC4	Klhdc4	1
PRSS16	Prss16	1
USH1C	Ush1c	1
CAPRIN2	Caprin2	1
ASB10	Ankrd23	1
SMG8	Smg8	1
GULP1	Gulp1	1
ULK4	Ulk4	1
DFFA	Dffa	1
RNF135	Rnf135	1
AP3M1	Ap3m1	0.347737618469319
PFDN5	Pfdn5	1
ELOVL5	Elovl5	1
C12orf50	1700017N19Rik	1
TMEM74B	Tmem74b	1
RPN2	Rpn2	1
RAG2	Rag2	1
MOSPD1	Mospd1	1
AP2M1	Ap2m1	1
PPP1R13B	Ppp1r13b	1
DEFB118	Defb21	1
PRDM5	Prdm5	1
SLAMF9	Slamf9	1
NDST3	Ndst4	1
MYOZ3	Myoz3	1
RNFT1	Rnft1	1
ZNF236	Zfp236	1
PHPT1	Phpt1	1
DEFB135	Defb30	1
KCTD20	Kctd20	1
MPZL1	Mpzl1	1
TBX18	Tbx18	1
PITPNC1	Pitpnc1	1
GABARAPL2	Gabarapl2	1
TMEM230	Tmem230	1
KRTAP15-1	Krtap15	1
FOXG1	Foxg1	1
LSM6	Lsm6	1
REST	Rest	1
SLC17A5	Slc17a5	1
OSTM1	Ostm1	1
BTLA	Btla	1
POLR2L	Polr2l	1
NME3	Nme3	0.409181146621418
SLAIN2	Slain2	1
PHB	Phb	1
SASH3	Sash3	1
DMRT1	Dmrt1	1
CNTD1	Cntd1	1
AP2S1	Ap2s1	1
TMC6	Tmc6	1
GPR75-ASB3	Asb3	1
SLC9A9	Slc9a9	0.649647089279621
PHF3	Phf3	1
SYNJ1	Synj1	0.917358172593962
MYZAP	Myzap	1
ABHD15	Abhd15	1
PSMD12	Psmd12	1
NOL4L	Nol4l	0.532026836419308
RAD1	Rad1	1
CFAP97	Cfap97	1
IVNS1ABP	Ivns1abp	1
SGK3	Sgk3	1
TBC1D10B	Tbc1d10b	0.632647489930697
GPC4	Gpc4	1
LZTR1	Lztr1	1
TRPM7	Trpm7	0.453095053917579
ESR1	Esr1	1
SCGB2B2	Scgb2b24	1
SND1	Snd1	1
NFAM1	Nfam1	1
TAF1A	Taf1a	1
MYO1H	Myo1h	1
SETD3	Setd3	1
PDXK	Pdxk	1
RAB36	Rab34	1
PRKCB	Prkcb	0.842711778102778
COA3	Coa3	1
APBB3	Sra1	0.495870453430667
CORT	Cort	1
TRIM6-TRIM34	Trim6	0.879566958606246
ABCG8	Abcg8	1
UAP1	Uap1	0.579760103691181
PIM1	Pim1	0.889807775319069
TSPAN4	Tspan4	1
CMPK1	Cmpk1	1
USP34	Usp34	1
TFPT	Tfpt	1
C22orf23	1700088E04Rik	1
SLC26A7	Slc26a7	1
SETDB1	Setdb1	1
KLF13	Klf13	1
FTO	Fto	1
DEFB136	Defb42	1
PTCH1	Ptch1	1
TMEM220	Tmem220	1
BECN1	Becn1	1
P4HA1	P4ha1	0.556052004837942
TDP2	Tdp2	1
HDAC2	Hdac2	1
FCRL2	Fcrls	1
PXDC1	Pxdc1	1
A3GALT2	A3galt2	1
L1CAM	Nfasc	0.734507147718827
TNP1	Tnp1	1
TP53I13	Trp53i13	1
SPSB3	Spsb3	1
UBE2D1	Ube2d1	0.708387755503121
MYO1F	Myo1f	0.925653565470934
TLN1	Tln1	0.815830890913917
CDC42EP4	Cdc42ep4	1
OR4X2	Olfr1269	1
KANK4	Kank4	1
VAMP2	Vamp1	1
CHID1	Chid1	1
TANC2	Tanc2	0.698087627028464
SLC2A6	Slc2a6	1
TRAF1	Traf1	1
CASQ2	Casq2	0.976574084625808
GPR39	Gpr39	1
MAP4	Map4	1
GUCY2D	Gucy2f	0.228247919488698
CORO7	Coro7	0.871372515560842
OR9G1	Olfr1016	1
UGT1A4	Ugt1a5	1
PKN1	Pkn1	0.556309936377843
KLHDC9	Klhdc9	1
URB1	Urb1	1
RNPC3	Rnpc3	1
KRT15	Krt15	1
PFDN2	Pfdn2	1
NFYA	Nfya	1
LYPD1	Lypd1	1
CA5B	Car5b	0.344819246181744
POTEE	Ankrd26	0.733761791328005
C3	C3	0.885366723041539
MRPS14	Mrps14	1
KRT39	Krt39	1
INSRR	Insrr	0.778878670068239
RIC1	Ric1	1
MROH8	Mroh8	1
ABHD11	Abhd11	1
CARD11	Card11	1
GPATCH4	Gpatch4	1
RABGEF1	Rabgef1	1
POLR2M	Polr2m	1
EZH1	Ezh1	0.819149469702052
CCDC71	Ccdc71	1
ATP13A5	Atp13a4	1
ARHGAP44	Arhgap44	0.80351675753933
ATP2B4	Atp2b4	0.539925291730544
RNF222	Rnf222	1
DCPS	Dcps	1
MDC1	Mdc1	1
TM9SF2	Tm9sf2	1
MSX1	Msx1	1
SASS6	Sass6	1
SGSH	Sgsh	1
ADI1	Adi1	1
SERHL2	Serhl	0.151702212606406
ERCC8	Ercc8	1
FCER1G	Fcer1g	1
TAC4	Tac4	1
PRSS38	Prss38	1
ERCC3	Ercc3	1
C11orf74	B230118H07Rik	1
SH2D4A	Sh2d4a	1
ZAR1L	Zar1l	1
ACBD6	Acbd6	1
ELP4	Elp4	1
ESX1	Esx1	1
SPRED2	Spred2	1
MAPK15	Mapk15	1
MED8	Med8	1
MIS18A	Mis18a	1
RWDD2B	Rwdd2b	1
HBA2	Hba-a2	1
SHANK2	Shank2	1
TMEM14A	Tmem14a	1
ARL1	Arl1	1
MALT1	Malt1	1
ADAMTS5	Adamts1	1
ARVCF	Arvcf	1
KCNMA1	Kcnma1	1
ZNF275	Zfp275	1
STMN1	Stmn1	1
C2orf70	1700001C02Rik	1
GJB2	Gjb2	1
C19orf38	AB124611	1
LMBRD1	Lmbrd1	1
LMO4	Lmo4	1
GKN3P	Gkn3	1
NFE2L3	Nfe2l3	1
MRAP2	Mrap2	1
LCN9	Lcn9	1
MID1	Mid2	1
DCAKD	Dcakd	1
FOXL2	Foxl2	1
ARMCX2	Armcx2	1
IL21	Il21	1
U2SURP	U2surp	1
SIRPD	Gm5150	0.906924987338041
FBXO17	Fbxo17	1
CAGE1	Cage1	1
SLC5A9	Slc5a1	0.65113908062334
NMT1	Nmt2	1
CRYBB3	Crybb3	1
TMEM30A	Tmem30a	1
EIF3C	Eif3c	0.818844816629618
CARD14	Card14	1
MS4A18	Ms4a18	1
KCNMB4	Kcnmb4	1
AKR1C4	Akr1c6	1
CNP	Cnp	1
TES	Tes	1
SKP1	Skp1a	1
CDON	Cdon	1
TMEM87A	Tmem87a	1
TCEAL6	Tceal6	1
WTIP	Wtip	0.851524783393001
DNAJB3	Dnajb3	1
ATP10B	Atp10b	0.932848742076885
SEC22B	Sec22b	1
CPLX1	Cplx1	1
BSX	Obox5	1
RNLS	Rnls	1
REEP1	Reep1	0.886147954403366
FJX1	Fjx1	1
RBM26	Rbm26	1
POLR2J3	Polr2j	0.500383029833402
RBP1	Rbp1	1
SMIM22	Smim22	1
TSPAN12	Tspan12	0.774359421431537
ACTRT3	Actrt3	1
EVPL	Evpl	0.903407913928731
CHST8	Chst8	1
HELZ	Helz	1
MMP7	Mmp7	1
SPACA6	Spaca6	1
C8A	C9	1
COMMD7	Commd7	1
APOC3	Apoc3	1
GHRH	Ghrh	1
ABCA12	Abca12	0.193886302341093
CNKSR2	Cnksr2	1
SMIM24	Smim24	1
ARL2	Arl2	1
CNTN5	Cntn1	1
BCKDHB	Bckdhb	1
PRICKLE3	Prickle3	1
PTH1R	Pth1r	0.891553035809433
KANSL3	Kansl3	1
APBB2	Apbb2	1
ORMDL3	Ormdl3	0.347623730564941
IQCJ-SCHIP1	Schip1	0.826000777585595
NEGR1	Negr1	1
SPINK9	Spink12	1
ZNF618	Zfp618	1
DHRS1	Dhrs1	1
PNPO	Pnpo	1
C3orf30	4930435E12Rik	1
NR1I2	Nr1i2	1
FAR1	Far1	0.737098749592938
TRAP1	Trap1	1
ZNF451	Zfp451	1
ADAM1A	Adam1a	1
ENDOG	Endog	1
PCNA	Pcna	1
CD37	Cd37	1
STX12	Stx12	1
CIB1	Cib1	1
OR2G6	Olfr1392	1
TMSB10	Gm9844	1
PCNP	Pcnp	1
THEM5	Them5	1
KIAA1549L	D430041D05Rik	1
CLEC5A	Clec5a	1
ANAPC16	Anapc16	1
HHIP	Hhip	1
FAM71E2	Fam71e2	0.700303684854618
MAVS	Mavs	1
IP6K3	Ip6k3	1
BMX	Bmx	0.847916358320039
PALM3	Palm3	1
ABCA9	Abca8b	0.77614631964934
GABPB1	Gabpb1	1
CYP4A11	Cyp4a14	1
MMP1	Mmp1b	1
LCN10	Lcn10	1
ARHGEF12	Arhgef12	1
CHRND	Chrnd	1
BSN	Bsn	1
ZBTB4	Zbtb4	1
BATF2	Batf2	1
CPPED1	Cpped1	1
CLDN1	Cldn1	0.865996642471022
DCUN1D4	Dcun1d4	0.797577214137822
CERS4	Cers4	1
PARVB	Parvb	0.433295489758114
